nct_id,phase,start_date,enrollment_type,American Indian/ Alaska Native,Asian/ Asian Heritage,Black/ Black Heritage,Hawaiian/ Other Pacific Islander,Hispanic/ Latino,Middle Eastern,Mixed,Other,Unknown or Not Reported,White/ White Heritage
NCT02685709,Phase 3,29/02/2016,Actual,0,2,10,0,16,,30,,34,916
NCT02687191,Phase 1,30/11/2016,Actual,,4,2,,,,,,,36
NCT02688387,Phase 1,18/03/2016,Actual,,8,34,,,2,,,,180
NCT02692040,Phase 1,31/01/2015,Actual,,,,,0,,,,0,180
NCT02692703,Phase 3,22/04/2016,Actual,0,10,8,3,17,,1,,0,161
NCT02692716,Phase 3,17/01/2017,Actual,58,1260,384,12,1028,,,52,0,9938
NCT02694523,Phase 3,31/03/2016,Actual,4,152,34,0,206,,4,,0,2020
NCT02696031,Phase 3,29/04/2016,Actual,,,,,48,,,,86,976
NCT02696798,Phase 3,12/04/2016,Actual,24,80,10,0,200,,8,,62,880
NCT02696902,Phase 2,25/03/2016,Actual,,2,12,2,,,,8,,352
NCT02698189,Phase 1,19/05/2016,Actual,0,0,0,0,0,,0,,0,36
NCT02701634,Phase 2,27/05/2016,Actual,,8,2,,6,,,4,30,214
NCT02701985,Phase 2,05/07/2016,Actual,0,4,10,0,4,,0,,0,282
NCT02702180,Phase 2,21/03/2016,Actual,0,98,2,0,,,0,,0,176
NCT02702388,Phase 2,08/06/2017,Actual,0,44,10,2,14,,0,,90,448
NCT02702401,Phase 3,26/05/2016,Actual,12,330,38,2,70,,16,,66,1118
NCT02702414,Phase 2,31/05/2016,Actual,0,32,8,2,8,,2,,18,550
NCT02704403,Phase 3,31/03/2016,Actual,18,160,76,12,1026,,284,,114,6938
NCT02705625,Phase 2,28/01/2016,Actual,0,0,4,0,,,0,,0,476
NCT02705716,Not Applicable,01/03/2016,Actual,0,12,28,0,4,,6,,0,506
NCT02706847,Phase 3,15/03/2016,Actual,14,18,96,2,172,,,,0,1690
NCT02706873,Phase 3,23/02/2016,Actual,34,322,66,12,632,,34,,0,2900
NCT02706886,Phase 1/Phase 2,08/03/2016,Actual,0,12,4,0,6,,0,,8,178
NCT02707757,Phase 4,31/07/2015,Actual,,118,42,,,,,10,,150
NCT02709109,Phase 2,29/02/2016,Actual,0,2,0,0,0,,0,,10,556
NCT02709486,Phase 3,02/03/2016,Actual,,212,0,,96,,,6,0,3082
NCT02709655,Phase 3,18/05/2016,Actual,1,2,112,,,,,229,12,321
NCT02709746,Phase 3,31/05/2016,Actual,0,26,234,2,,,190,,28,1088
NCT02710591,Phase 1,31/03/2016,Actual,,,,,0,,,,0,40
NCT02711553,Phase 2,19/05/2016,Actual,2,132,8,0,0,,0,,652,442
NCT02713243,Phase 2,16/01/2016,Actual,0,0,0,0,,,0,,0,40
NCT02714218,Phase 3,04/04/2016,Actual,0,4,6,0,,,0,,30,734
NCT02714595,Phase 3,07/09/2016,Actual,,66,,,24,,,20,14,348
NCT02715804,Phase 3,14/03/2016,Actual,,114,32,,70,,,54,104,1594
NCT02716194,Phase 1,03/03/2016,Actual,,,,,,,,2,,78
NCT02716987,Phase 1,21/03/2016,Actual,0,2,12,0,,,2,,0,24
NCT02718326,Phase 3,29/03/2016,Actual,12,46,82,4,528,,4,,40,892
NCT02718417,Phase 3,19/05/2016,Actual,2,526,14,,,,,34,,1420
NCT02720042,Not Applicable,23/03/2016,Actual,0,1,0,0,,,0,,11,72
NCT02720744,Phase 3,17/11/2016,Actual,0,22,72,0,,,0,,10,320
NCT02723201,Phase 1,28/04/2016,Actual,0,0,0,0,0,,2,,0,98
NCT02724020,Phase 2,30/06/2016,Actual,0,2,2,0,4,,0,,40,336
NCT02725268,Phase 2,01/04/2016,Actual,,22,16,4,30,,,8,32,852
NCT02725372,Phase 3,30/04/2016,Actual,2,2,0,0,6,,0,,2,428
NCT02725593,Phase 3,22/06/2016,Actual,10,2,36,2,48,,,6,2,182
NCT02727660,Phase 3,29/04/2016,Actual,136,24,162,2,1160,,0,,322,5566
NCT02727699,Phase 2,23/03/2017,Actual,0,14,60,0,,,0,,4,278
NCT02730169,Phase 2,12/05/2016,Actual,2,8,94,2,,,0,,12,424
NCT02730299,Phase 3,16/12/2016,Actual,0,34,40,2,32,,8,,44,340
NCT02730455,Phase 2,18/07/2016,Actual,,,,,14,,,,388,152
NCT02731755,Not Applicable,31/01/2016,Actual,0,0,0,0,,,0,,0,16
NCT02732951,Phase 2,14/04/2016,Actual,0,2,0,0,16,,0,,76,326
NCT02733042,Phase 1/Phase 2,11/05/2016,Actual,0,26,2,0,4,,,4,110,278
NCT02734849,Phase 2,30/04/2016,Actual,0,0,0,0,,,0,,0,78
NCT02735044,Phase 3,14/04/2016,Actual,0,34,28,0,,,8,,2,844
NCT02735980,Phase 2,11/05/2016,Actual,0,24,6,0,0,,0,,24,460
NCT02736188,Phase 3,02/05/2016,Actual,,,,,14,,,,3,125
NCT02736409,Phase 3,01/04/2016,Actual,2,0,10,2,10,,0,,24,828
NCT02737501,Phase 3,26/05/2016,Actual,0,216,4,0,32,,0,,6,842
NCT02738138,Phase 3,17/05/2016,Actual,0,12,50,0,,,2,,0,242
NCT02738801,Phase 2,31/03/2016,Actual,,,,,0,,,,0,46
NCT02738879,Phase 3,09/05/2016,Actual,74,158,48,14,,,136,,4,1058
NCT02741570,Phase 3,05/10/2016,Actual,24,226,44,2,166,,0,,954,2372
NCT02741596,Phase 3,26/05/2016,Actual,0,4,20,0,26,,2,,4,792
NCT02742519,Phase 3,31/05/2016,Actual,0,0,0,0,,,0,,0,28
NCT02743494,Phase 3,14/07/2016,Actual,4,234,18,,88,,,34,678,2120
NCT02743949,Phase 2,14/07/2016,Actual,0,2,2,2,,,0,,0,506
NCT02745119,Phase 3,21/07/2016,Actual,4,2,2,,42,,8,,36,3274
NCT02745145,Phase 2,31/05/2016,Actual,0,0,0,0,8,,0,,0,88
NCT02750306,Phase 3,23/05/2016,Actual,34,10,92,2,364,,100,,2,536
NCT02750514,Phase 2,09/05/2016,Actual,0,32,38,0,18,,0,,218,874
NCT02750761,Phase 1,02/05/2016,Actual,0,0,8,0,22,,4,,0,94
NCT02751450,Not Applicable,01/02/2016,Actual,4,56,14,0,0,,2,,0,856
NCT02752074,Phase 3,21/06/2016,Actual,0,152,0,0,126,,6,,72,2468
NCT02752958,Not Applicable,23/05/2016,Actual,0,0,0,0,,,0,,0,75
NCT02753530,Phase 2,16/08/2017,Actual,0,6,2,0,4,,2,,6,580
NCT02755649,Phase 3,31/01/2016,Actual,,12,4,,18,,,6,32,1228
NCT02756611,Phase 3,22/06/2016,Actual,,2,3,,9,,,,2,500
NCT02757768,Phase 4,13/06/2016,Actual,,16,86,,44,,,8,42,2664
NCT02760264,Phase 2,30/06/2016,Actual,0,2,2,0,8,,0,,2,178
NCT02760277,Phase 2,28/07/2016,Actual,0,2,2,0,8,,0,,2,178
NCT02760602,Phase 3,30/06/2016,Actual,0,6,2,2,0,,0,,2,92
NCT02762084,Phase 2,06/06/2016,Actual,0,0,0,0,0,,0,,0,68
NCT02763579,Phase 3,07/06/2016,Actual,2,138,6,0,,,0,,16,644
NCT02765490,Phase 2,09/11/2016,Actual,0,46,38,2,,,4,,12,628
NCT02768194,Not Applicable,06/07/2016,Actual,0,2,0,0,0,,1,,0,45
NCT02770170,Phase 2,16/05/2016,Actual,0,104,8,0,48,,2,,2,320
NCT02774005,Phase 4,31/05/2016,Actual,2,3,9,0,,,0,,131,54
NCT02775903,Phase 2,03/06/2016,Actual,0,6,4,0,32,,,14,210,586
NCT02780661,Not Applicable,20/06/2016,Actual,0,0,0,19,,,0,,0,0
NCT02780856,Not Applicable,14/01/2017,Actual,,2,1,,0,,,0,,107
NCT02781571,Phase 2,27/07/2016,Actual,0,12,2,0,2,,0,,0,142
NCT02782741,Phase 3,02/11/2016,Actual,0,6,6,0,,,0,,0,188
NCT02783573,Phase 3,01/07/2016,Actual,36,418,36,8,306,,408,,766,4910
NCT02783599,Phase 1,11/10/2016,Actual,0,2,2,0,4,,0,,3,91
NCT02783729,Phase 3,31/05/2016,Actual,,,,,330,,,,0,1682
NCT02785900,Phase 3,31/05/2016,Actual,0,56,8,0,10,,,6,104,776
NCT02787005,Phase 2,01/07/2016,Actual,0,66,22,0,28,,2,,90,1344
NCT02787291,Not Applicable,31/05/2016,Actual,0,3,23,0,20,,0,,0,408
NCT02787304,Phase 2,24/10/2016,Actual,0,22,18,0,66,,2,,0,676
NCT02788279,Phase 3,05/07/2016,Actual,0,82,20,4,50,,0,,54,1242
NCT02788474,Phase 4,09/06/2016,Actual,0,206,0,0,56,,0,,116,1006
NCT02788513,Phase 2,11/08/2016,Actual,0,116,60,12,172,,0,,86,1994
NCT02788747,Phase 2,30/06/2016,Actual,0,0,0,0,2,,0,,0,282
NCT02790034,Phase 2/Phase 3,26/10/2016,Actual,0,74,10,2,26,,2,,6,396
NCT02790073,Phase 2,31/05/2016,Actual,2,0,2,0,,,0,,0,10
NCT02790138,Phase 4,12/10/2016,Actual,0,18,4,0,0,,2,,166,218
NCT02794285,Phase 3,30/06/2016,Actual,8,122,132,0,236,,,84,36,1570
NCT02795767,Phase 3,22/07/2016,Actual,0,26,24,0,14,,4,,18,266
NCT02796677,Phase 3,05/07/2016,Actual,2,8,154,0,,,0,,0,3002
NCT02797951,Phase 3,13/07/2016,Actual,0,1,4,0,22,,19,,25,257
NCT02797964,Phase 1/Phase 2,31/07/2016,Actual,,,,,0,,,,16,198
NCT02799602,Phase 3,30/11/2016,Actual,0,950,108,0,178,,18,,374,3592
NCT02800642,Phase 4,10/06/2016,Actual,0,3,1,0,2,,0,,8,310
NCT02802345,Phase 3,30/06/2016,Actual,10,138,0,0,76,,2,,0,866
NCT02804750,Phase 2,30/06/2016,Actual,0,0,0,0,6,,0,,0,134
NCT02806986,Phase 3,30/06/2016,Actual,,,,,10,,,,2,49
NCT02807454,Phase 2,07/07/2016,Actual,,,,,0,,,,0,74
NCT02808429,Phase 2,31/01/2017,Actual,0,6,0,0,8,,0,,4,46
NCT02808871,Phase 2,07/04/2017,Actual,2,8,6,0,,,0,,6,224
NCT02809053,Phase 3,18/01/2017,Actual,4,122,4,0,36,,6,,86,1002
NCT02811861,Phase 3,13/10/2016,Actual,2,450,12,2,110,,,36,88,3576
NCT02814175,Phase 4,05/08/2016,Actual,0,16,8,2,108,,12,,0,834
NCT02818998,Phase 3,16/11/2016,Actual,0,6,2,0,14,,0,,110,1720
NCT02819518,Phase 3,27/07/2016,Actual,24,380,76,0,330,,38,,136,2544
NCT02823574,Phase 2,08/11/2016,Actual,0,10,16,0,58,,0,,488,1128
NCT02825251,Phase 3,06/07/2016,Actual,4,12,14,0,26,,0,,144,1688
NCT02825992,Not Applicable,17/10/2016,Actual,0,0,0,0,1,,0,,0,257
NCT02827708,Phase 3,20/09/2016,Actual,0,2,26,0,42,,0,,0,1226
NCT02831673,Phase 3,21/07/2016,Actual,112,158,160,4,,22,12,,,960
NCT02831855,Phase 4,01/09/2016,Actual,,37,33,,59,,,30,0,1229
NCT02832037,Phase 2,25/07/2016,Actual,2,290,238,2,82,,12,,0,1410
NCT02833844,Phase 3,22/05/2017,Actual,,12,158,,124,,2,,20,1552
NCT02833857,Phase 1,14/03/2017,Actual,,,2,,2,,,,0,18
NCT02834247,Phase 1,12/08/2016,Actual,0,6,8,0,2,,0,,10,138
NCT02842086,Phase 3,02/09/2016,Actual,52,466,948,80,2636,,,,212,17154
NCT02847637,Phase 3,27/09/2016,Actual,0,64,16,2,32,,0,,26,468
NCT02851407,Phase 3,01/09/2016,Actual,0,170,26,4,86,,4,,144,1054
NCT02851797,Phase 3,06/06/2017,Actual,0,12,6,0,24,,14,,0,660
NCT02853305,Phase 3,15/09/2016,Actual,2,362,16,0,166,,8,,568,2918
NCT02853331,Phase 3,16/09/2016,Actual,0,274,36,0,74,,0,,164,2896
NCT02853344,Phase 2,30/09/2016,Actual,4,56,2,0,6,,0,,26,1006
NCT02854059,Phase 2,30/09/2016,Actual,0,0,2,0,,,0,,0,2
NCT02854605,Phase 2,26/10/2016,Actual,4,44,6,4,88,,,2,0,412
NCT02854631,Phase 2,01/09/2016,Actual,0,12,4,0,4,,0,,22,366
NCT02855944,Phase 3,01/03/2017,Actual,2,6,12,0,,,2,,12,664
NCT02858362,Phase 2,30/06/2016,Actual,0,4,0,0,6,,4,,2,156
NCT02858492,Phase 2,17/10/2016,Actual,2,,,,,,,,,100
NCT02861014,Phase 3,09/09/2016,Actual,0,3,1,0,27,,2,,123,1204
NCT02861534,Phase 3,20/09/2016,Actual,104,2264,498,28,,,726,,2,6478
NCT02864381,Phase 2,01/09/2016,Actual,,4,4,,10,,,8,78,472
NCT02870972,Phase 2,31/08/2016,Actual,0,4,0,0,,,0,,10,136
NCT02871297,Phase 3,17/08/2016,Actual,,5,8,,,,,188,14,447
NCT02871635,Phase 3,28/09/2016,Actual,0,2,4,0,2,,0,,22,558
NCT02871778,Phase 2,31/08/2016,Actual,0,16,10,0,14,,0,,12,440
NCT02872116,Phase 3,12/10/2016,Actual,52,1020,48,0,,,0,,162,2780
NCT02873936,Phase 3,27/07/2016,Actual,52,100,94,0,214,,,12,10,1310
NCT02875366,Phase 4,30/09/2016,Actual,0,0,0,0,0,,0,,0,280
NCT02876835,Phase 3,27/09/2016,Actual,376,2118,736,28,,74,180,,,4232
NCT02878330,Phase 2,03/11/2016,Actual,2,30,512,22,632,,34,,212,4368
NCT02878603,Phase 3,06/10/2016,Actual,0,6,38,0,,,4,,14,146
NCT02879305,Phase 3,28/09/2016,Actual,102,712,922,102,,44,136,,,3910
NCT02879383,Not Applicable,01/03/2017,Actual,,4,14,,,,,6,50,142
NCT02885506,Phase 1,24/08/2016,Actual,0,12,20,0,,,12,,0,84
NCT02886728,Phase 3,08/08/2016,Actual,178,546,90,10,524,,,26,4,3618
NCT02886923,Not Applicable,01/08/2016,Actual,0,2,5,0,,,0,,2,14
NCT02889796,Phase 3,30/08/2016,Actual,206,822,70,6,524,,,34,48,5310
NCT02889861,Phase 2,11/01/2017,Actual,0,0,0,0,0,,0,,0,6
NCT02891226,Phase 2,14/12/2016,Actual,0,40,22,0,16,,2,,46,638
NCT02891850,Phase 4,11/01/2017,Actual,2,72,18,0,126,,0,,22,660
NCT02895945,Phase 3,22/12/2016,Actual,0,2,0,0,0,,0,,0,30
NCT02899299,Phase 3,29/11/2016,Actual,12,130,0,0,76,,0,,654,1548
NCT02899962,Phase 3,15/02/2017,Actual,1,37,9,4,75,,,,7,1152
NCT02901080,Not Applicable,11/08/2016,Actual,0,0,0,0,,,0,,8,153
NCT02906020,Phase 2,15/12/2016,Actual,0,58,0,0,,,0,,0,442
NCT02907177,Phase 3,30/03/2017,Actual,,,,,12,,,,16,244
NCT02907359,Phase 3,13/01/2017,Actual,2,194,16,2,62,,0,,178,1214
NCT02908074,Phase 2,15/11/2016,Actual,0,4,58,0,,,6,,2,212
NCT02908672,Phase 3,13/01/2017,Actual,4,22,2,2,94,,0,,58,1874
NCT02908685,Phase 2/Phase 3,20/10/2016,Actual,,72,4,,14,,6,,48,780
NCT02910063,Phase 2/Phase 3,23/01/2017,Actual,0,1,1,0,6,,0,,1,73
NCT02912468,Phase 3,05/12/2016,Actual,2,2,18,0,12,,0,,2,1064
NCT02913105,Phase 2,24/10/2016,Actual,,18,6,4,60,,10,4,6,376
NCT02914522,Phase 3,14/11/2016,Actual,2,644,38,,70,,,10,130,4498
NCT02915302,Phase 4,23/09/2016,Actual,38,18,746,18,854,,158,,60,5872
NCT02915705,Phase 3,08/09/2016,Actual,,,,,12,,,,0,110
NCT02915744,Phase 3,30/11/2016,Actual,0,18,16,0,16,,0,,158,504
NCT02919995,Phase 2,08/02/2017,Actual,0,0,0,0,,,0,,0,20
NCT02920008,Phase 3,16/03/2017,Actual,,,,,68,,,,82,454
NCT02921919,Phase 2,08/11/2016,Actual,0,6,6,0,22,,0,,22,416
NCT02921971,Phase 2,21/12/2016,Actual,2,2,8,2,,,0,,0,180
NCT02923921,Phase 3,01/03/2017,Actual,2,228,32,2,30,,0,,78,1896
NCT02924350,Not Applicable,07/11/2016,Actual,0,32,18,0,,,8,,0,350
NCT02924688,Phase 3,13/10/2016,Actual,8,686,238,6,,,32,,2,3900
NCT02924883,Phase 2,26/09/2016,Actual,0,144,12,2,22,,2,,34,592
NCT02926898,Phase 3,27/01/2017,Actual,0,6,6,0,20,,0,,118,198
NCT02927067,Phase 3,14/04/2017,Actual,2,150,38,6,144,,0,,212,1660
NCT02927262,Phase 2,10/01/2017,Actual,0,54,0,0,18,,0,,42,278
NCT02928224,Phase 3,13/10/2016,Actual,0,182,6,0,,,0,,58,1158
NCT02929329,Phase 3,06/01/2017,Actual,146,1420,1124,26,3542,,390,564,0,25716
NCT02930018,Phase 3,01/03/2017,Actual,8,214,152,6,46,,0,,54,3940
NCT02931539,Phase 3,22/12/2016,Actual,0,32,94,0,42,,0,,122,1118
NCT02935673,Phase 2,25/10/2016,Actual,0,36,0,0,8,,0,,4,148
NCT02936037,Phase 3,31/12/2016,Actual,0,10,42,0,42,,0,,90,2384
NCT02936635,Phase 3,17/10/2016,Actual,0,12,6,0,,,0,,2,526
NCT02937454,Phase 4,03/04/2017,Actual,,,,,202,,,,44,1974
NCT02939989,Phase 3,21/11/2016,Actual,0,14,2,0,4,,0,,0,112
NCT02941549,Phase 2,20/12/2016,Actual,0,8,0,0,,,0,,2,182
NCT02941926,Phase 3,30/11/2016,Actual,18,227,29,1,,,,134,284,2553
NCT02943447,Phase 2,01/12/2016,Actual,,4,2,,8,,,2,6,262
NCT02943460,Phase 2,29/11/2016,Actual,,6,16,,6,,,2,6,172
NCT02943785,Phase 3,21/03/2017,Actual,0,362,10,0,,,0,,106,2374
NCT02945046,Phase 3,19/01/2017,Actual,0,4,10,0,20,,0,,8,634
NCT02946463,Phase 3,20/12/2016,Actual,4,258,12,0,36,,0,,50,624
NCT02949011,Phase 3,11/01/2017,Actual,12,974,196,,354,,,24,6,3086
NCT02949128,Phase 3,18/03/2017,Actual,1,15,2,0,3,,0,,21,70
NCT02949362,Phase 3,09/12/2016,Actual,,2,6,,20,,,4,2,82
NCT02951156,Phase 3,16/12/2016,Actual,,,,,2,,,4,4,106
NCT02951182,Phase 2,31/10/2016,Actual,0,0,0,0,6,,0,,6,280
NCT02952534,Phase 2,15/02/2017,Actual,0,10,32,2,,,0,,114,396
NCT02952586,Phase 3,28/11/2016,Actual,2,376,38,2,42,,,70,104,2154
NCT02954458,Phase 3,09/01/2017,Actual,0,6,14,0,28,,,6,26,164
NCT02955069,Phase 2,14/02/2017,Actual,2,20,12,,,,,6,10,182
NCT02956486,Phase 3,20/10/2016,Actual,2,960,68,4,640,,0,,38,7104
NCT02956629,Phase 2,16/11/2016,Actual,0,58,44,8,,,12,,0,442
NCT02959437,Phase 1/Phase 2,27/02/2017,Actual,,,,,12,,,,8,120
NCT02959892,Phase 1,05/12/2016,Actual,0,0,6,0,,,0,,0,18
NCT02960217,Phase 3,19/04/2017,Actual,,,,,2,,,,16,68
NCT02963766,Phase 3,29/12/2016,Actual,32,38,46,2,170,,14,,16,298
NCT02964273,Phase 3,23/09/2016,Actual,0,4,2,0,4,,0,,0,354
NCT02964507,Phase 1,02/02/2017,Actual,,58,16,,,8,4,,4,156
NCT02965846,Phase 3,13/12/2016,Actual,0,12,34,2,,,0,,0,38
NCT02966028,Phase 2,30/11/2016,Actual,4,20,122,2,198,,2,,34,710
NCT02966834,Phase 2,11/01/2017,Actual,2,76,,,,,2,,8,206
NCT02968004,Phase 3,31/12/2016,Actual,2,90,4,2,48,,0,16,0,734
NCT02970942,Phase 2,30/11/2016,Actual,6,96,4,0,80,,,4,68,1022
NCT02971293,Phase 2,15/12/2016,Actual,0,0,0,0,,,0,,0,42
NCT02972658,Phase 3,15/03/2017,Actual,0,112,6,0,36,,0,,190,1340
NCT02974114,Phase 4,31/10/2016,Actual,0,10,6,0,,,2,,0,24
NCT02974153,Phase 3,30/11/2016,Actual,6,6,164,2,172,,14,,2,3922
NCT02976129,Phase 2,31/12/2016,Actual,0,2,2,0,,,0,,4,242
NCT02976519,Phase 1,15/02/2017,Actual,0,4,10,2,0,,0,,0,240
NCT02978716,Phase 2,02/02/2017,Actual,0,12,28,0,18,,0,,8,342
NCT02979197,Phase 3,03/11/2016,Actual,0,4,2,0,,,4,,0,200
NCT02979431,Phase 2,11/01/2017,Actual,,54,2,,36,,4,8,0,596
NCT02979613,Phase 3,29/12/2016,Actual,,800,34,2,6,,,2,0,1108
NCT02980874,Phase 3,31/01/2017,Actual,4,146,44,2,,,2,,6,716
NCT02981342,Phase 2,12/01/2017,Actual,0,32,8,0,18,,0,,20,346
NCT02981472,Phase 2,19/01/2017,Actual,2,20,18,0,68,,0,,36,624
NCT02983045,Phase 1/Phase 2,19/12/2016,Actual,4,26,40,0,92,,2,,132,1932
NCT02988817,Phase 1/Phase 2,23/11/2016,Actual,2,22,14,2,12,,0,,40,1132
NCT02989168,Phase 2,30/11/2016,Actual,0,0,0,0,0,,0,,2,54
NCT02989857,Phase 3,20/02/2017,Actual,2,46,4,2,18,,,2,214,460
NCT02990338,Phase 3,22/12/2016,Actual,0,72,8,6,,,0,,40,488
NCT02990806,Phase 3,19/01/2017,Actual,4,6,84,0,306,,0,,14,2318
NCT02991144,Phase 1/Phase 2,31/07/2017,Actual,0,2,0,0,2,,0,,0,40
NCT02992132,Phase 2,30/11/2016,Actual,0,4,2,0,106,,0,,34,298
NCT02993107,Phase 3,29/12/2016,Actual,2,70,14,2,62,,0,,80,1294
NCT02993822,Phase 2,22/05/2017,Actual,,,,,12,,,,20,598
NCT02994927,Phase 3,15/03/2017,Actual,0,64,10,0,24,,2,,48,1172
NCT02998476,Phase 2,02/03/2017,Actual,,6,4,,,,,12,40,178
NCT02998541,Phase 3,27/03/2017,Actual,4,60,50,0,98,,6,,12,646
NCT02999178,Phase 3,17/01/2017,Actual,0,326,20,2,192,,2,,0,2110
NCT02999854,Phase 3,29/11/2017,Actual,0,2,2,0,8,,0,,18,142
NCT03000348,Phase 2,31/12/2016,Actual,,,,,2,,,,20,156
NCT03001219,Phase 2,22/12/2016,Actual,70,0,12,0,310,,24,,20,424
NCT03001310,Phase 1/Phase 2,16/01/2017,Actual,0,0,0,0,0,,0,,0,92
NCT03001557,Phase 2,20/12/2016,Actual,0,22,14,0,48,,0,,2,162
NCT03003520,Phase 2,28/02/2017,Actual,0,0,0,0,0,,,2,0,182
NCT03005288,Phase 2,01/02/2017,Actual,,2,30,,104,,,2,6,156
NCT03006926,Phase 1,13/02/2017,Actual,0,64,4,0,6,,0,,72,270
NCT03008070,Phase 2,07/02/2017,Actual,4,10,14,2,,,0,,0,464
NCT03010254,Not Applicable,21/03/2017,Actual,0,40,10,0,112,,2,,108,832
NCT03014674,Phase 3,06/01/2017,Actual,2,2,102,2,,4,4,,,372
NCT03016312,Phase 3,10/01/2017,Actual,2,272,30,2,58,,4,,174,2542
NCT03016325,Phase 2,13/01/2017,Actual,,48,74,,64,,,10,294,826
NCT03018730,Phase 3,17/05/2017,Actual,0,0,0,0,,,,,,22
NCT03019406,Phase 2,12/10/2017,Actual,0,16,4,0,,,0,,0,24
NCT03019575,Phase 3,02/02/2017,Actual,0,0,0,0,4,,1,,0,29
NCT03021018,Phase 2,06/02/2017,Actual,,4,16,,,,,,,72
NCT03022981,Phase 2,26/01/2017,Actual,4,24,32,0,50,,,24,20,710
NCT03023423,Phase 1/Phase 2,23/12/2016,Actual,0,0,0,0,2,,0,,62,332
NCT03023878,Phase 2,13/03/2017,Actual,,1,2,0,7,,,4,0,42
NCT03028740,Phase 3,05/04/2017,Actual,30,134,104,18,974,,18,,6,5792
NCT03029208,Phase 3,11/05/2017,Actual,14,114,58,,,2,4,,,432
NCT03029832,Phase 2,27/04/2017,Actual,0,0,0,0,,,0,,0,10
NCT03030599,Phase 3,14/03/2017,Actual,0,3,11,0,,,2,,8,177
NCT03031782,Phase 3,23/05/2017,Actual,0,1,14,1,,,0,,6,139
NCT03033511,Phase 3,07/02/2017,Actual,4,242,18,,66,,2,,8,2652
NCT03034057,Phase 4,23/08/2017,Actual,0,0,5,0,0,,0,,16,317
NCT03036124,Phase 3,08/02/2017,Actual,8,2232,452,4,1536,,,126,0,14618
NCT03036150,Phase 3,02/02/2017,Actual,272,2934,382,4,2144,,,436,0,11044
NCT03036813,Phase 3,31/12/2016,Actual,,2,364,,20,104,20,22,26,538
NCT03036852,Phase 2,22/03/2017,Actual,4,36,12,4,6,,0,,0,174
NCT03038399,Phase 2,02/02/2017,Actual,0,2,2,0,8,,0,,2,170
NCT03038438,Not Applicable,13/12/2017,Actual,0,4,17,0,14,,0,,48,317
NCT03039686,Phase 2/Phase 3,06/07/2017,Actual,,,,,36,,,,42,254
NCT03041025,Phase 2,05/06/2017,Actual,2,2,6,,,,,,,60
NCT03041909,Phase 2,31/08/2016,Actual,0,0,10,0,,,0,,0,0
NCT03042611,Phase 3,14/03/2017,Actual,0,624,0,0,10,,0,,4,1202
NCT03044353,Phase 2,10/07/2017,Actual,,,,,,,,,,14
NCT03045926,Phase 1,31/08/2016,Actual,0,0,1,0,0,,1,,35,33
NCT03046056,Phase 2,11/04/2017,Actual,0,0,16,0,8,,,2,0,286
NCT03052322,Phase 3,31/01/2017,Actual,0,4,0,0,8,,0,,2,1138
NCT03052517,Phase 3,21/03/2017,Actual,158,1014,110,2,,,,256,22,3512
NCT03052608,Phase 3,27/04/2017,Actual,,260,2,,,,,,42,288
NCT03053050,Phase 3,13/02/2017,Actual,16,426,30,,244,,,12,12,2468
NCT03053063,Phase 3,30/01/2017,Actual,12,330,20,2,244,,,28,28,2844
NCT03053102,Phase 2,31/03/2017,Actual,,,,,0,,,,0,10
NCT03053271,Phase 2,13/04/2017,Actual,0,0,0,0,0,,0,,0,8
NCT03056040,Phase 3,05/06/2017,Actual,,,,,14,,,,70,306
NCT03057951,Phase 3,02/03/2017,Actual,388,1648,516,66,3048,,270,,6,18010
NCT03057977,Phase 3,06/03/2017,Actual,78,1344,514,28,2458,,122,,434,9942
NCT03059446,Phase 2,14/02/2017,Actual,1,9,4,2,24,,0,,1,293
NCT03060577,Phase 2,27/04/2017,Actual,,,,,44,,,,0,720
NCT03061812,Phase 3,11/04/2017,Actual,2,160,4,2,22,,4,,0,1582
NCT03062917,Not Applicable,02/10/2015,Actual,0,46,40,0,,,60,,0,158
NCT03063086,Phase 2,21/01/2017,Actual,0,9,1,0,,,0,,0,106
NCT03065023,Phase 1/Phase 2,25/04/2017,Actual,0,0,0,0,0,,0,,0,60
NCT03066778,Phase 3,02/05/2017,Actual,0,172,2,0,38,,2,,128,1470
NCT03066830,Phase 3,24/02/2017,Actual,0,124,32,2,192,,2,,8,1668
NCT03067129,Phase 2/Phase 3,20/03/2017,Actual,4,40,14,2,36,,14,,0,398
NCT03068455,Phase 3,11/04/2017,Actual,2,16,10,,88,,,24,2130,5106
NCT03068468,Phase 2,01/06/2017,Actual,,120,4,,24,,,,240,1556
NCT03069352,Phase 3,23/05/2017,Actual,,118,6,,,,,,,298
NCT03069989,Phase 1,13/06/2017,Actual,,,,,,,,,,16
NCT03070392,Phase 2,16/10/2017,Actual,2,0,0,0,,,0,,96,658
NCT03071263,Phase 2,23/01/2017,Actual,0,0,8,0,46,,0,,4,1122
NCT03077412,Phase 2,06/04/2017,Actual,0,4,8,0,2,,,0,8,206
NCT03078582,Phase 2,08/03/2017,Actual,0,0,4,0,,,0,,0,48
NCT03078907,Phase 4,08/11/2017,Actual,0,14,4,0,,,0,,6,192
NCT03084471,Phase 3,05/06/2017,Actual,0,65,2,0,,,0,,28,508
