nct_id,phase,start_date,enrollment_type,American Indian/ Alaska Native,Asian/ Asian Heritage,Black/ Black Heritage,Hawaiian/ Other Pacific Islander,Hispanic/ Latino,Middle Eastern,Mixed,Other,Unknown or Not Reported,White/ White Heritage
NCT01993329,Phase 2,16/12/2013,Actual,0,0,0,0,0,,0,,0,80
NCT01993888,Phase 3,31/10/2013,Actual,0,4,20,0,6,,0,,12,366
NCT01994889,Phase 3,09/12/2013,Actual,0,36,126,0,28,,0,,10,1564
NCT01997333,Phase 2,30/11/2013,Actual,2,10,58,4,32,,0,,88,1114
NCT02000622,Phase 3,27/03/2014,Actual,8,188,10,0,,,0,,4,394
NCT02001623,Phase 1/Phase 2,30/11/2013,Actual,0,10,,2,4,,4,4,10,746
NCT02003144,Phase 3,12/01/2015,Actual,2,90,20,,26,,,2,14,322
NCT02004522,Phase 3,30/11/2013,Actual,0,0,4,0,30,,0,,132,1110
NCT02004691,Phase 2/Phase 3,18/12/2015,Actual,0,4,0,0,,,0,4,0,64
NCT02005471,Phase 3,17/03/2014,Actual,0,20,4,0,14,,0,,56,1462
NCT02006641,Phase 3,28/02/2014,Actual,0,136,32,0,62,,0,,1416,1746
NCT02006654,Phase 3,31/03/2014,Actual,0,158,38,0,28,,0,,1374,1314
NCT02008227,Phase 3,11/03/2014,Actual,,,,,180,,,,108,2162
NCT02010255,Phase 2,31/01/2014,Actual,,,,,114,,,,0,552
NCT02012959,Phase 3,22/09/2015,Actual,,,,,3,,,,1,5
NCT02013167,Phase 3,03/01/2014,Actual,,,,,74,,,,6,730
NCT02017717,Phase 3,07/02/2014,Actual,2,14,16,,20,,,20,386,1658
NCT02019420,Phase 3,06/01/2014,Actual,4,276,28,0,252,,6,,126,2212
NCT02020369,Phase 3,30/04/2014,Actual,0,2,2,0,2,,0,,0,102
NCT02020889,Phase 3,05/02/2014,Actual,2,16,,,,4,4,,,246
NCT02021318,Phase 3,12/03/2014,Actual,,38,20,,,,,,,1174
NCT02023697,Phase 2,10/03/2014,Actual,,94,26,,20,,,,58,1366
NCT02026063,Phase 3,14/01/2014,Actual,2,,4,,2,,,12,2,474
NCT02027428,Phase 3,11/02/2014,Actual,2,2,22,,16,,,4,2,760
NCT02027701,Phase 3,30/07/2014,Actual,1,10,0,0,14,,0,,3,136
NCT02028884,Phase 3,20/02/2014,Actual,,72,4,,,,,4,4,256
NCT02029443,Phase 1/Phase 2,30/01/2014,Actual,2,6,30,0,10,,22,,12,1122
NCT02029495,Phase 3,31/03/2014,Actual,4,8,0,0,,,0,,26,918
NCT02031627,Not Applicable,11/11/2013,Actual,0,0,2,0,,,0,,0,40
NCT02033889,Phase 3,13/12/2013,Actual,0,200,128,0,,,92,,0,822
NCT02035553,Phase 2,30/11/2013,Actual,,6,8,,0,,,2,0,708
NCT02036970,Phase 2,31/05/2014,Actual,0,6,108,2,94,,0,,8,994
NCT02038569,Phase 2,31/01/2014,Actual,,,,,7,,,,0,100
NCT02038933,Phase 2,05/03/2014,Actual,0,24,10,0,6,,0,,112,332
NCT02038946,Phase 2,26/03/2014,Actual,0,3,1,0,5,,0,,39,136
NCT02039726,Phase 3,31/05/2014,Actual,2,80,24,0,,,0,,74,554
NCT02040428,Phase 3,01/01/2014,Actual,,,,,20,,,,4,288
NCT02041299,Phase 4,17/04/2014,Actual,0,0,74,0,32,,30,,0,776
NCT02041533,Phase 3,27/03/2014,Actual,,,,,14,,,,508,560
NCT02042183,Phase 3,13/12/2013,Actual,6,12,212,4,240,,0,,62,1840
NCT02043678,Phase 3,30/03/2014,Actual,4,314,52,0,80,,0,,204,2570
NCT02044419,Phase 1,30/10/2013,Actual,0,6,18,0,2,,0,,4,98
NCT02047318,Phase 2,20/12/2013,Actual,0,1,1,0,,,1,,0,16
NCT02047734,Phase 3,03/12/2013,Actual,0,2,36,0,42,,,6,0,5166
NCT02047981,Phase 4,31/12/2014,Actual,0,0,380476,0,,,0,,0,0
NCT02049138,Phase 2,24/01/2014,Actual,0,6,44,2,246,,10,,0,1664
NCT02049515,Phase 3,31/12/2013,Actual,0,0,0,0,,,0,,16,182
NCT02051608,Phase 3,27/03/2014,Actual,0,164,16,4,84,,2,,44,2134
NCT02052141,Phase 3,20/03/2014,Actual,,,,,8,,,,0,16
NCT02055118,Phase 2/Phase 3,24/03/2014,Actual,,8,4,,30,,,20,4,166
NCT02055157,Phase 2,13/01/2014,Actual,,,,,4,,,,2,64
NCT02057718,Phase 2,01/03/2014,Actual,0,6,0,0,2,,2,,12,110
NCT02059057,Not Applicable,31/12/2013,Actual,,,,,1,,,,0,101
NCT02059291,Phase 3,27/06/2014,Actual,0,22,0,0,,,0,,36,348
NCT02060721,Phase 2,03/02/2015,Actual,0,27,0,0,2,,0,,0,123
NCT02063659,Phase 3,11/03/2014,Actual,0,0,2,0,0,,0,,6,296
NCT02064387,Phase 1,29/07/2014,Actual,,4,20,,,4,,,,130
NCT02064439,Phase 3,05/03/2014,Actual,8,958,252,8,184,,12,,1990,10048
NCT02065570,Phase 3,01/05/2014,Actual,2,22,58,0,30,,4,,1000,940
NCT02065791,Phase 3,17/02/2014,Actual,,,,,2846,,,,170,5786
NCT02065869,Phase 1/Phase 2,30/04/2014,Actual,0,10,0,0,,,1,,11,162
NCT02066415,Phase 2,05/03/2014,Actual,,16,54,,52,,,8,0,2538
NCT02069899,Phase 2/Phase 3,04/08/2014,Actual,,10,12,,,,,6,2,86
NCT02070757,Phase 3,02/09/2014,Actual,2,100,28,2,,,,22,96,1202
NCT02070978,Phase 2,29/07/2014,Actual,20,66,26,2,262,,0,,38,598
NCT02072096,Phase 4,28/02/2014,Actual,2,0,32,0,134,,2,,6,592
NCT02075606,Phase 4,31/05/2014,Actual,0,2,3,0,,,0,,0,45
NCT02076399,Phase 3,14/07/2014,Actual,0,10,8,0,8,,0,,4,274
NCT02077166,Phase 1/Phase 2,13/03/2014,Actual,,,,,20,,,,0,248
NCT02079246,Phase 3,07/04/2014,Actual,0,63,17,2,29,,0,,1286,1527
NCT02080364,Phase 3,30/04/2015,Actual,2,32,60,6,146,,2,,0,3252
NCT02080403,Phase 3,31/07/2014,Actual,0,26,26,0,46,,0,,44,1018
NCT02081391,Phase 3,19/02/2015,Actual,,,,,60,,,,28,262
NCT02081534,Phase 2,31/03/2014,Actual,16,18,70,2,96,,0,,6,440
NCT02082977,Phase 1,24/04/2014,Actual,,2,2,,,,2,,2,74
NCT02087085,Phase 2,09/05/2014,Actual,,,2,,,,,,,618
NCT02087423,Phase 2,25/02/2014,Actual,,282,10,,54,,,,,1430
NCT02088541,Phase 2,31/03/2014,Actual,,,,,52,,,,50,492
NCT02090959,Phase 3,20/03/2014,Actual,,13,2,,12,,,8,14,169
NCT02091778,Not Applicable,31/08/2014,Actual,0,0,0,0,,,0,,0,21
NCT02091960,Phase 2,28/08/2014,Actual,0,3,8,1,5,,,1,0,188
NCT02092467,Phase 4,14/03/2014,Actual,,352,422,,2780,,,1244,0,12650
NCT02093351,Phase 1,01/09/2014,Actual,2,4,4,0,0,,0,,2,304
NCT02093663,Phase 3,12/12/2014,Actual,0,3,1,0,1,,0,,0,205
NCT02094573,Phase 2,04/06/2014,Actual,,138,6,,26,,,,4,714
NCT02096679,Phase 1,31/05/2014,Actual,0,0,3,0,0,,0,,0,13
NCT02098343,Phase 1/Phase 2,31/03/2014,Actual,0,16,4,0,,,0,,70,402
NCT02100007,Phase 1/Phase 2,30/04/2014,Actual,,,,,3,,,,2,41
NCT02101268,Phase 3,19/06/2014,Actual,,,,,18,,,,52,242
NCT02101788,Phase 2/Phase 3,27/02/2014,Actual,0,8,18,8,30,,0,,46,930
NCT02105961,Phase 3,24/04/2014,Actual,,248,16,,,,,,,1084
NCT02109640,Phase 3,31/10/2014,Actual,0,0,0,0,,,0,,0,100
NCT02111564,Phase 3,07/01/2014,Actual,28,32,256,502,1962,,30,,86,45180
NCT02111577,Phase 3,26/05/2014,Actual,0,18,90,2,,,14,,58,2182
NCT02112526,Phase 1,07/08/2014,Actual,0,4,2,0,4,,0,,6,68
NCT02112838,Phase 2,31/10/2014,Actual,0,46,4,0,,,0,,0,102
NCT02112994,Phase 2,24/06/2014,Actual,,,,,6,,,,0,25
NCT02118337,Phase 1/Phase 2,19/05/2014,Actual,2,4,6,2,12,,0,,24,338
NCT02119676,Phase 2,31/03/2014,Actual,0,42,54,2,,,70,,16,608
NCT02120027,Phase 3,28/02/2014,Actual,2,10,120,0,510,,0,,4,1578
NCT02121795,Phase 3,06/05/2014,Actual,,,,,252,,,,0,1074
NCT02124772,Phase 1/Phase 2,15/01/2015,Actual,2,16,18,0,,,4,,42,196
NCT02127710,Phase 2,30/04/2014,Actual,,,,,28,,,,0,190
NCT02128269,Phase 2,30/04/2014,Actual,0,2,0,0,0,,0,,3,13
NCT02130765,Not Applicable,30/11/2014,Actual,0,2,20,0,,,0,,8,98
NCT02132949,Phase 2,14/07/2014,Actual,12,18,22,0,140,,0,,236,1172
NCT02134015,Phase 3,31/03/2014,Actual,2,2,4,0,12,,0,,28,532
NCT02134028,Phase 3,05/08/2014,Actual,4,514,150,6,,,0,,46,3844
NCT02134210,Phase 3,16/06/2014,Actual,0,32,12,2,80,,32,,8,1918
NCT02135445,Phase 2,30/06/2014,Actual,,,,,10,,,,2,194
NCT02135614,Phase 2,09/06/2014,Actual,2,34,24,4,2,,,8,36,634
NCT02135692,Phase 3,29/05/2014,Actual,,51,4,,,7,,,,277
NCT02138110,Not Applicable,13/10/2014,Actual,1,,2,,4,,,1,0,32
NCT02138786,Phase 2,14/11/2014,Actual,0,0,0,0,4,,0,,2,98
NCT02138916,Phase 3,13/06/2014,Actual,,280,50,,,,,28,,2954
NCT02139826,Phase 1,31/05/2014,Actual,0,1,0,0,0,,1,,0,22
NCT02142153,Phase 1,31/08/2014,Actual,,,,,0,,,,0,80
NCT02142738,Phase 3,25/08/2014,Actual,2,92,8,2,12,,0,,36,1068
NCT02143713,Phase 3,27/05/2014,Actual,,6,84,2,122,,4,,0,1762
NCT02145468,Phase 3,03/06/2014,Actual,32,408,90,30,,,10,,6,6402
NCT02147990,Phase 2,16/06/2014,Actual,2,250,26,0,14,,0,,108,868
NCT02150967,Phase 2,23/07/2014,Actual,0,26,8,0,,,0,,30,180
NCT02151383,Phase 2,05/09/2014,Actual,,,,,4,,,,6,14
NCT02151604,Phase 2,23/04/2014,Actual,0,0,0,0,,,0,,0,22
NCT02151682,Phase 2/Phase 3,29/04/2015,Actual,0,0,0,2,22,,0,,4,248
NCT02152371,Phase 3,31/05/2014,Actual,0,2,22,6,102,,8,,82,978
NCT02156804,Phase 2,07/10/2014,Actual,0,3,3,0,27,,0,,24,1959
NCT02157883,Phase 1,06/11/2014,Actual,0,29,0,0,,,0,,0,10
NCT02159053,Phase 3,18/05/2015,Actual,2,6,4,0,,,0,,0,688
NCT02159729,Phase 2,28/02/2009,Actual,0,4,8,0,,,24,,0,374
NCT02160145,Phase 3,31/05/2014,Actual,8,82,96,0,158,,0,,62,5074
NCT02160782,Phase 2,28/10/2014,Actual,0,0,0,0,,,0,,0,0
NCT02160899,Phase 2,30/06/2014,Actual,,,2,,0,,,2,,252
NCT02161406,Phase 2,30/09/2014,Actual,0,10,12,0,22,,8,,4,296
NCT02163499,Phase 3,30/06/2014,Actual,,25,89,3,,,,10,,624
NCT02163733,Phase 1,14/11/2014,Actual,0,12,0,0,,,0,,2,62
NCT02164864,Phase 3,22/07/2014,Actual,,640,30,,350,,,40,138,9702
NCT02165397,Phase 3,07/07/2014,Actual,0,10,4,0,10,,0,,60,640
NCT02168946,Phase 3,31/07/2014,Actual,0,4,10,0,28,,0,,6,252
NCT02172040,Phase 3,26/06/2014,Actual,0,10,6,0,,,0,,0,288
NCT02172950,Phase 3,13/10/2014,Actual,0,104,38,0,22,,0,,4,816
NCT02174627,Phase 3,26/06/2014,Actual,106,2164,454,4,1402,,,326,0,6588
NCT02174848,Phase 3,30/06/2014,Actual,0,8,0,0,,,2,,0,126
NCT02174861,Phase 2,30/06/2014,Actual,0,7,25,0,25,,,3,0,1158
NCT02175004,Phase 3,26/06/2014,Actual,,6,2,,36,,2,10,0,484
NCT02175758,Phase 2,07/07/2014,Actual,,20,6,2,18,,,14,4,360
NCT02176486,Phase 1,09/06/2014,Actual,0,6,12,0,2,,0,,4,24
NCT02177136,Phase 2,09/02/2015,Actual,0,2,20,0,10,,0,,0,272
NCT02178956,Phase 3,31/10/2014,Actual,2,418,10,0,,,0,,44,954
NCT02180724,Phase 2,08/09/2014,Actual,0,0,4,0,2,,2,,40,376
NCT02181075,Phase 1,31/07/2014,Actual,0,0,0,0,,,0,,0,20
NCT02181413,Phase 3,01/07/2014,Actual,,190,20,,50,,,6,98,2260
NCT02181738,Phase 2,12/08/2014,Actual,,,,,10,,,,200,378
NCT02184195,Phase 3,16/12/2014,Actual,2,12,10,0,12,,0,,2,578
NCT02185014,Phase 3,12/08/2014,Actual,0,10,12,0,7,,1,,245,229
NCT02190747,Phase 2,14/07/2014,Actual,,,,,8,,,,18,54
NCT02193867,Phase 2,06/06/2014,Actual,1,6,,,,2,,,,1
NCT02194699,Phase 3,30/10/2014,Actual,12,342,102,0,,,0,,90,1128
NCT02194985,Phase 3,14/03/2015,Actual,0,6,0,0,5,,0,,38,119
NCT02195349,Phase 1,30/07/2014,Actual,,,12,,,,,,,122
NCT02195479,Phase 3,09/12/2014,Actual,0,184,12,0,80,,0,,42,2506
NCT02197247,Phase 1,04/12/2014,Actual,0,15,2,0,,,0,,0,24
NCT02197416,Phase 3,29/09/2014,Actual,0,14,16,0,18,,6,,4,794
NCT02198651,Phase 4,05/01/2015,Actual,0,2,2,0,,,0,,3,139
NCT02200614,Phase 3,12/09/2014,Actual,,386,104,,,,,30,110,2388
NCT02201108,Phase 3,16/07/2014,Actual,,74,10,,,,,14,,234
NCT02201251,Phase 3,06/10/2014,Actual,0,40,0,0,,,0,,0,86
NCT02201940,Phase 3,31/07/2014,Actual,,,,,72,,,,8,1400
NCT02201953,Phase 3,31/07/2014,Actual,,,,,44,,,,2,1058
NCT02204982,Phase 3,30/09/2014,Actual,0,0,2,0,,,2,,2,20
NCT02207530,Phase 2,23/10/2014,Actual,0,4,5,0,1,,0,,5,209
NCT02207634,Phase 3,10/09/2014,Actual,6,118,120,6,46,,4,58,0,7538
NCT02211014,Phase 1,28/02/2015,Actual,0,2,10,0,2,,0,,4,90
NCT02211209,Phase 3,31/12/2014,Actual,,22,,,28,,,4,,210
NCT02212574,Early Phase 1,04/04/2017,Actual,0,0,3,0,1,,0,,0,8
NCT02213263,Phase 3,30/09/2014,Actual,0,148,2,0,114,,0,,30,1282
NCT02214121,Phase 2,11/09/2014,Actual,,,,,4,,,,0,132
NCT02214160,Phase 2,09/12/2014,Actual,,,,,24,,,,6,158
NCT02215096,Phase 1,13/11/2014,Actual,,1,1,1,,,,,,34
NCT02223351,Phase 1,30/09/2014,Actual,0,8,18,0,6,,6,,0,154
NCT02226120,Phase 3,16/10/2014,Actual,39,305,80,0,,,0,,106,1450
NCT02227121,Not Applicable,28/02/2015,Actual,0,7,0,0,,,0,,0,9
NCT02229851,Phase 3,31/10/2014,Actual,,172,14,2,42,,,,8,962
NCT02231749,Phase 3,16/10/2014,Actual,0,186,26,0,58,,,40,1102,2972
NCT02232087,Phase 1,31/07/2014,Actual,0,1,1,0,,,0,,4,46
NCT02234141,Phase 2,30/11/2014,Actual,6,10,2,0,32,,0,,14,536
NCT02234323,Phase 3,12/01/2015,Actual,,5,2,2,,,,11,4,79
NCT02234583,Phase 3,04/02/2015,Actual,16,14,390,0,,,0,,74,3682
NCT02234843,Phase 3,13/11/2014,Actual,,,,,858,,,,84,58
NCT02237508,Phase 1,30/09/2014,Actual,0,6,10,0,,,0,,4,160
NCT02240680,Phase 4,23/09/2014,Actual,22,208,36,2,68,,6,,0,866
NCT02240693,Phase 2,15/01/2015,Actual,0,0,0,0,,,0,,0,256
NCT02242942,Phase 3,31/12/2014,Actual,2,,8,6,86,,,,182,1496
NCT02243293,Phase 2/Phase 3,19/09/2014,Actual,,,,,130,,,,0,1252
NCT02243306,Phase 1,24/10/2014,Actual,2,,6,,,,,,,8
NCT02245568,Phase 3,31/08/2014,Actual,6,72,18,1,24,,2,,22,1647
NCT02245737,Phase 2/Phase 3,30/09/2014,Actual,0,544,32,0,186,,0,,670,7440
NCT02246621,Phase 3,06/11/2014,Actual,14,296,16,2,88,,4,,266,1286
NCT02247479,Phase 3,18/09/2014,Actual,4,,,2,110,,2,,46,3460
NCT02247531,Phase 3,06/10/2014,Actual,12,10,2,2,74,,6,,112,3682
NCT02248246,Phase 4,31/08/2014,Actual,0,0,0,0,,,0,,0,40
NCT02249182,Phase 2,05/11/2014,Actual,,18,30,4,56,,,18,14,764
NCT02249728,Phase 1,30/06/2014,Actual,0,0,0,0,,,0,,0,6
NCT02250326,Phase 2,07/01/2015,Actual,,4,6,,,,,6,50,414
NCT02250651,Phase 3,15/12/2014,Actual,,60,150,,140,,,36,,670
NCT02251275,Phase 3,17/10/2014,Actual,6,84,96,6,204,,0,,36,6780
NCT02252042,Phase 3,17/11/2014,Actual,4,62,20,0,,,14,,62,828
NCT02252172,Phase 3,16/02/2015,Actual,0,10,56,2,46,,,24,62,2748
NCT02254408,Phase 2,23/01/2015,Actual,,44,18,,28,,,4,62,584
NCT02254421,Phase 2,31/01/2015,Actual,4,14,6,,22,,,,26,164
NCT02255435,Phase 2,31/01/2015,Actual,0,0,0,0,14,,0,,10,664
NCT02257567,Phase 1/Phase 2,15/10/2014,Actual,2,60,14,0,28,,0,,132,1088
NCT02257736,Phase 3,26/11/2014,Actual,,,,,208,,,,90,1666
NCT02258451,Phase 2,04/06/2015,Actual,,,,,16,,,,46,504
NCT02258464,Phase 2,02/03/2015,Actual,0,36,2,0,0,,0,,20,338
NCT02260986,Phase 3,30/09/2014,Actual,0,402,68,0,34,,0,,54,2402
NCT02261714,Phase 1/Phase 2,31/12/2012,Actual,0,0,0,0,,,0,,1,31
NCT02263079,Phase 3,16/06/2014,Actual,,44,12,,2,,4,6,,168
NCT02263508,Phase 3,08/12/2014,Actual,0,22,6,0,44,,,32,4,2744
NCT02264574,Phase 3,06/10/2014,Actual,0,6,8,4,20,,0,,0,878
NCT02264990,Phase 3,30/09/2014,Actual,,220,44,,96,,,2,0,2018
NCT02267226,Phase 3,30/09/2014,Actual,0,5,0,0,,,0,,1,19
NCT02269917,Phase 3,31/03/2015,Actual,14,52,474,4,340,,12,,26,3642
NCT02271425,Phase 1,31/10/2014,Actual,0,0,0,0,0,,0,,0,16
NCT02272413,Phase 3,08/07/2015,Actual,0,270,4,0,154,,0,,74,2150
NCT02272790,Phase 2,30/01/2015,Actual,0,10,16,0,24,,0,,20,306
NCT02273596,Phase 2,24/11/2014,Actual,0,2,0,0,,,0,,0,26
NCT02273960,Phase 1/Phase 2,17/11/2014,Actual,0,4,2,0,0,,0,,22,76
NCT02277769,Phase 3,30/11/2014,Actual,0,278,96,0,54,,30,,82,2292
NCT02277990,Phase 4,31/01/2015,Actual,24,376,818,32,,,0,,1922,10778
NCT02278250,Phase 1,26/01/2015,Actual,0,2,4,0,0,,0,,58,324
NCT02278341,Phase 3,21/11/2014,Actual,,10,24,,,,,12,,1626
NCT02278640,Phase 4,31/10/2014,Actual,0,0,1,0,,,0,,0,39
NCT02279173,Phase 3,10/12/2014,Actual,4,12,11,0,,,1,,11,164
NCT02279862,Phase 2,02/12/2014,Actual,0,0,2,0,,,0,,2,98
NCT02280421,Phase 1,31/10/2014,Actual,0,0,0,0,0,,0,,0,104
NCT02281084,Phase 2,06/07/2015,Actual,0,4,2,2,8,,,4,6,234
NCT02282020,Phase 3,06/02/2015,Actual,,,,,94,,,,2,436
NCT02284555,Phase 4,31/08/2014,Actual,0,0,0,0,,,0,,0,12
NCT02284568,Phase 2,12/01/2015,Actual,,4,8,,20,,,12,8,1444
NCT02285114,Phase 2/Phase 3,20/01/2015,Actual,,2,36,,40,,,36,0,46
NCT02287467,Phase 3,31/01/2015,Actual,,138,114,,102,,,6,,256
NCT02288247,Phase 3,01/12/2014,Actual,,,5,,,,,1,,681
NCT02289898,Phase 2,20/04/2015,Actual,2,4,2,2,,,0,,14,384
NCT02289950,Phase 2,19/03/2015,Actual,0,44,20,0,30,,0,,16,746
NCT02291029,Phase 2,22/10/2014,Actual,,14,2,,,,,,,122
NCT02291237,Phase 2/Phase 3,05/02/2015,Actual,2,18,20,,40,,,6,8,594
NCT02292186,Phase 2,31/10/2014,Actual,0,0,4,0,0,,0,,5,41
NCT02292654,Phase 1/Phase 2,01/05/2015,Actual,0,4,0,0,,,,2,0,34
NCT02292784,Phase 3,01/06/2015,Actual,22,40,4,,,130,,,,
NCT02293460,Phase 3,31/05/2015,Actual,0,0,0,0,,,0,,19,24
NCT02293863,Phase 2,14/01/2015,Actual,4,12,4,,82,,2,,74,454
NCT02294058,Phase 3,03/12/2014,Actual,,4,4,,,,,4,,2680
NCT02294786,Phase 2,17/12/2014,Actual,,,,,2,,,,,122
NCT02296125,Phase 3,03/12/2014,Actual,4,966,8,0,,,0,,4,402
NCT02296138,Phase 3,13/01/2015,Actual,282,2328,220,16,,,84,,336,12494
NCT02296320,Phase 2,10/10/2014,Actual,0,2,12,0,16,,0,,0,814
NCT02300220,Phase 3,05/05/2014,Actual,0,2,6,0,,,0,,4,276
NCT02300233,Phase 3,05/02/2015,Actual,2,8,,,4,,2,4,,432
NCT02300558,Phase 3,17/12/2014,Actual,1,1,0,0,0,,,2,2,76
NCT02301624,Phase 3,12/11/2014,Actual,,,,,36,,,,12,186
NCT02302807,Phase 3,13/01/2015,Actual,0,236,6,0,58,,2,,618,2804
NCT02304484,Phase 3,24/11/2014,Actual,1,19,5,1,38,,11,4,0,1461
NCT02305758,Phase 2,02/12/2014,Actual,0,0,8,0,,,0,,0,252
NCT02307266,Phase 4,30/11/2014,Actual,0,26,0,0,,,0,,4,164
NCT02308111,Phase 4,26/12/2014,Actual,6,40,8,0,84,,10,,56,1132
NCT02309411,Phase 2,15/01/2015,Actual,0,2,6,0,,,2,,4,78
NCT02310672,Phase 4,01/06/2015,Actual,,,,,1,,,,14,72
NCT02310906,Phase 1/Phase 2,13/01/2015,Actual,0,2,0,0,12,,10,,44,136
NCT02312258,Phase 3,09/04/2015,Actual,4,204,40,2,164,,,28,62,2320
NCT02313909,Phase 3,23/12/2014,Actual,0,2828,222,0,,,0,,940,10436
NCT02314026,Phase 2,31/03/2015,Actual,,,,,29,,,,0,106
NCT02314117,Phase 3,20/01/2015,Actual,46,138,10,2,258,,0,,142,1984
NCT02316171,Phase 1,16/01/2015,Actual,,,,,0,,,,0,30
NCT02316353,Phase 3,31/12/2014,Actual,,,,,16,,,,0,236
NCT02317016,Phase 1,10/03/2015,Actual,0,1,2,0,,,0,,0,41
NCT02317562,Phase 3,30/11/2015,Actual,0,0,0,0,,,0,,8,11
NCT02318329,Phase 1,30/11/2014,Actual,2,92,2,0,,,0,,0,62
NCT02319005,Phase 3,31/12/2014,Actual,2,0,208,0,10,,0,,26,578
NCT02319044,Phase 2,15/04/2015,Actual,0,18,20,0,,,0,,36,460
NCT02319668,Phase 4,01/02/2015,Actual,0,4,8,0,6,,0,,0,134
NCT02321748,Phase 1,31/12/2014,Actual,0,0,8,0,0,,2,,0,86
NCT02322281,Phase 3,28/02/2015,Actual,0,118,10,2,14,,4,,22,426
NCT02322749,Phase 1,28/02/2015,Actual,0,0,8,0,,,0,,0,40
NCT02322814,Phase 2,12/03/2015,Actual,0,60,10,0,32,,0,,22,552
NCT02324049,Phase 1/Phase 2,22/01/2015,Actual,0,1,0,0,1,,0,,1,19
NCT02325791,Phase 3,21/07/2015,Actual,,,,,478,,,,28,1838
NCT02327078,Phase 1/Phase 2,26/11/2014,Actual,0,6,14,2,34,,0,,42,1130
NCT02327143,Phase 1,31/01/2015,Actual,0,0,1,0,0,,0,,0,21
NCT02327169,Phase 1,14/01/2015,Actual,,,4,,4,,,6,52,258
NCT02329327,Phase 3,10/04/2015,Actual,,,,,32,,,,24,902
NCT02334306,Phase 2,08/06/2015,Actual,0,0,4,0,6,,0,,8,110
NCT02335411,Phase 2,03/02/2015,Actual,0,146,10,0,42,,4,,52,1006
NCT02335424,Phase 2,24/02/2015,Actual,2,26,8,0,22,,2,,30,658
NCT02337907,Phase 2,21/01/2015,Actual,0,4,6,0,26,,0,,0,1280
NCT02340104,Phase 1,31/01/2015,Actual,0,0,0,0,,,0,,0,8
NCT02341625,Phase 1/Phase 2,19/06/2015,Actual,0,8,6,0,2,,0,,28,460
NCT02342314,Phase 1,31/01/2015,Actual,0,4,4,0,0,,0,,0,264
NCT02343458,Phase 3,30/03/2015,Actual,2,1400,104,0,,,0,,0,1974
NCT02344004,Phase 3,27/05/2015,Actual,2,166,12,2,30,,2,,34,1096
NCT02345070,Phase 2,01/05/2015,Actual,0,34,4,0,,,0,,0,616
NCT02345226,Phase 3,26/01/2015,Actual,10,34,476,2,314,,,44,20,2600
NCT02345252,Phase 3,26/01/2015,Actual,6,48,238,2,186,,,20,2,2018
NCT02346240,Phase 3,11/02/2015,Actual,,14,14,,,,,10,,1080
NCT02347657,Phase 3,31/01/2015,Actual,0,4,2,0,24,,0,,20,1966
NCT02348489,Phase 3,19/03/2015,Actual,2,290,28,4,58,,2,,252,2624
NCT02349061,Phase 2,15/10/2015,Actual,2,56,28,0,104,,18,22,2,380
NCT02349295,Phase 3,31/12/2014,Actual,0,42,6,2,70,,10,,10,1312
NCT02350816,Phase 2,08/04/2015,Actual,0,0,0,0,2,,0,,0,66
NCT02352363,Phase 3,31/03/2015,Actual,,,,,4,,,,10,782
NCT02352493,Phase 1/Phase 2,31/01/2015,Actual,0,30,8,0,,,0,,8,78
NCT02352753,Phase 3,24/06/2015,Actual,,4,2,,15,,4,8,0,273
NCT02352948,Phase 3,13/01/2015,Actual,0,354,18,0,,,,6,2,810
NCT02357147,Phase 2,03/11/2015,Actual,0,2,2,0,16,,0,,64,340
NCT02358031,Phase 3,19/03/2015,Actual,28,344,42,0,270,,50,,148,2646
NCT02362503,Phase 3,23/02/2015,Actual,16,4,166,2,10,2,20,,4,518
NCT02366195,Phase 2,07/04/2015,Actual,0,0,0,0,1,,0,0,0,221
NCT02367456,Phase 1,28/04/2015,Actual,,4,2,,6,,,2,44,230
NCT02369172,Phase 1,28/02/2015,Actual,0,1,3,0,1,,2,,0,41
NCT02369874,Phase 3,09/09/2015,Actual,,226,8,,88,,,24,60,2538
NCT02370498,Phase 3,11/05/2015,Actual,14,368,12,0,102,,8,,0,1864
NCT02371369,Phase 3,11/05/2015,Actual,4,6,8,8,,,2,,0,212
NCT02372006,Phase 1/Phase 2,29/04/2015,Actual,0,2,4,0,0,,2,,52,164
NCT02374060,Phase 3,16/06/2015,Actual,,,94,,18,,,28,,244
NCT02375971,Phase 3,30/12/2015,Actual,0,144,14,0,,,0,,26,266
NCT02376790,Phase 3,03/03/2015,Actual,60,10,14,4,394,,2,68,0,2852
NCT02377427,Phase 2,25/08/2015,Actual,,14,14,,,2,2,,,40
NCT02377921,Phase 3,20/05/2015,Actual,0,26,0,0,24,,0,,22,280
NCT02378844,Not Applicable,30/06/2015,Actual,,8,4,,,,,24,,628
NCT02379091,Phase 2,17/12/2014,Actual,,,,,8,,,,32,176
NCT02382016,Phase 4,23/06/2015,Actual,,,,,24,,,,78,68
NCT02386839,Phase 2,26/03/2015,Actual,0,8,12,0,38,,0,,16,230
NCT02388165,Phase 2,02/07/2015,Actual,0,1170,402,0,276,,0,,118,11702
NCT02388295,Phase 2,27/04/2015,Actual,0,6,2,0,2,,0,,28,194
NCT02388906,Phase 3,16/03/2015,Actual,0,86,0,2,28,,0,,944,2564
